CustomerID,Title,FirstName,MiddleName,LastName,Suffix,AddressLine1,AddressLine2,City,StateProvinceName,CountryRegionName,PostalCode,PhoneNumber,BirthDate,Education,Occupation,Gender,MaritalStatus,HomeOwnerFlag,NumberCarsOwned,NumberChildrenAtHome,TotalChildren,YearlyIncome
21318,,Devin,G,Richardson,,4998 Prestwick Ave.,,Langford,British Columbia,Canada,V9,202-555-0149,1960-04-04,Partial College,Professional,M,S,0,3,4,5,128664
21319,,Zachary,C,Lee,,1058 Miwok Way,,Bellingham,Washington,United States,98225,441-555-0151,1960-09-07,High School,Professional,M,M,1,2,3,4,113672
21320,,Hannah,L,Coleman,,6104 Lakewood Court,,Bellingham,Washington,United States,98225,160-555-0174,1960-04-21,High School,Professional,F,M,1,2,3,4,96250
21321,,Jon,,Jai,,3473 Flagstone Way,,Burien,Washington,United States,98168,269-555-0152,1960-09-24,High School,Professional,M,S,0,3,3,4,102828
21322,,Carlos,M,Ramirez,,2697 Talbart Street,,Lebanon,Oregon,United States,97355,583-555-0195,1960-03-24,High School,Professional,M,M,1,3,3,4,121548
21323,,Robert,,Jackson,,706 Petarct,,Port Orchard,Washington,United States,98366,986-555-0175,1960-12-10,Partial College,Professional,M,M,1,4,2,3,117645
21324,,Chloe,,Baker,,8225 Shakespeare Dr.,,Beverly Hills,California,United States,90210,819-555-0175,1960-02-09,Partial College,Professional,F,M,0,4,3,5,146594
21325,,Angela,,Hayes,,8273 Glacier Drive,,El Cajon,California,United States,92020,848-555-0112,1960-07-10,High School,Professional,F,M,1,4,3,3,140000
21326,,Andrea,,Green,,1760 Lisa Lee Lane,,Redwood City,California,United States,94063,467-555-0178,1960-02-14,Partial College,Professional,F,M,0,3,3,3,137236
21327,,Connor,,Washington,,5665 Las Lomas Way,,Torrance,California,United States,90505,360-555-0110,1960-05-24,Bachelors ,Management,M,S,0,3,1,1,176996
21328,,Xavier,,Nelson,,9970 San Miguel Rd,# 170,Oakland,California,United States,94611,258-555-0128,1954-02-09,Partial High School,Skilled Manual,M,S,0,2,0,2,90316
21329,,Wyatt,,Brown,,7820 Bird Drive,,Redwood City,California,United States,94063,774-555-0118,1954-01-02,Partial High School,Skilled Manual,M,M,1,2,0,2,89887
21330,,Isabella,,Clark,,5073 Clymer Ct.,,Redwood City,California,United States,94063,283-555-0130,1954-10-04,Partial High School,Skilled Manual,F,S,1,2,0,2,85379
21331,,Timothy,,James,,4797 Sea Point Way,,N. Vancouver,British Columbia,Canada,V7L 4J4,811-555-0154,1954-03-10,Partial High School,Skilled Manual,M,S,1,2,0,2,68798
21332,,Bailey,,Carter,,6081 Westminster Pl.,,Langford,British Columbia,Canada,V9,513-555-0117,1954-10-26,Partial High School,Skilled Manual,F,M,0,2,0,2,83615
21333,,Mackenzie,,Allen,,204 Heathrow Court,,Woodburn,Oregon,United States,97071,137-555-0131,1953-08-12,Graduate Degree,Management,F,M,1,2,0,3,93474
21335,,Ana,L,Coleman,,1833 Benton Street,,Burien,Washington,United States,98168,127-555-0151,1953-09-04,Graduate Degree,Management,F,M,1,2,0,3,114655
21336,,Angel,S,Perez,,322 Market Pl.,,Langford,British Columbia,Canada,V9,181-555-0187,1953-09-15,Graduate Degree,Management,M,M,1,2,0,3,109528
21337,,Jennifer,A,Smith,,1347 L St.,,Bellingham,Washington,United States,98225,119-555-0167,1952-11-21,Partial College,Professional,F,S,1,2,0,3,52095
21339,,Haley,J,Barnes,,9736 Colorado Dr.,,Westminster,British Columbia,Canada,V3L 1E7,350-555-0153,1937-03-28,Graduate Degree,Management,F,S,0,2,0,3,100440
21340,,Adam,L,Wang,,7575 Brown Dr,,Spokane,Washington,United States,99202,553-555-0117,1937-05-03,Graduate Degree,Management,M,M,1,2,0,3,120163
21341,,Louis,C,Liu,,8024 Azores Court,,Concord,California,United States,94519,493-555-0141,1938-09-16,Graduate Degree,Management,M,M,1,2,0,3,116110
21342,,Tonya,S,Xie,,5886 Book Rd,,Beverly Hills,California,United States,90210,966-555-0151,1938-11-22,Graduate Degree,Management,F,M,0,2,0,5,91956
21344,,Trevor,E,Perry,,95 Honey Trail Lane,,Lemon Grove,California,United States,91945,883-555-0116,1938-02-24,Graduate Degree,Management,M,M,0,2,0,5,104192
21345,,Kristina,S,Martinez,,6053 Hill Meadow Place,,Cliffside,British Columbia,Canada,V8Y 1L1,154-555-0166,1938-07-11,Graduate Degree,Management,F,M,1,2,0,4,108884
21347,,Alisha,,Raji,,912 Fremont St.,,Cliffside,British Columbia,Canada,V8Y 1L1,771-555-0191,1939-04-12,Graduate Degree,Management,F,S,1,2,0,3,104446
21348,,Alexis,,Patterson,,3162 Glazier Dr.,,Langley,British Columbia,Canada,V3A 4R2,396-555-0117,1939-10-16,Graduate Degree,Management,F,M,1,2,0,5,87776
21349,,Bryan,,Kelly,,1270 Danesta Dr.,,N. Vancouver,British Columbia,Canada,V7L 4J4,856-555-0118,1939-09-22,Graduate Degree,Management,M,M,0,2,0,5,116659
21350,,Mindy,,Sharma,,9531 Tri-state Ave,,Chula Vista,California,United States,91910,971-555-0165,1940-05-02,Graduate Degree,Management,F,M,1,2,0,5,106694
21351,,James,,Coleman,,7798 Longbrood Way,,Lakewood,California,United States,90712,387-555-0129,1940-07-27,Graduate Degree,Management,M,M,1,2,0,5,120656
21352,,Morgan,H,Long,,5577 Laredo,,Vancouver,British Columbia,Canada,V7L 4J4,912-555-0160,1941-03-13,Bachelors ,Management,F,M,1,2,0,4,70257
21353,,Karen,,Wu,,9265 La Paz,,Bothell,Washington,United States,98011,646-555-0113,1941-01-05,Bachelors ,Management,F,S,1,2,0,4,51272
21353,,Karen,,Wu,,7057 Striped Maple Court,,Bothell,Washington,United States,98011,646-555-0113,1941-01-05,Bachelors ,Management,F,S,1,2,0,4,59745
21354,,Morgan,E,Bailey,,4250 Huston Rd,,Langley,British Columbia,Canada,V3A 4R2,669-555-0153,1941-10-16,Graduate Degree,Management,F,S,1,2,0,3,91163
21355,,Mya,N,Diaz,,5842 Standing Grove Dr.,,Marysville,Washington,United States,98270,166-555-0170,1941-08-19,Graduate Degree,Management,F,M,1,2,0,3,85182
21356,,Gabriella,K,Evans,,9669 T St.,,Lemon Grove,California,United States,91945,563-555-0138,1941-12-07,Graduate Degree,Management,F,S,1,2,0,3,99811
21357,,Jada,,Nelson,,"100, rue des Rosiers",,Everett,Washington,United States,98201,835-555-0113,1941-05-04,Graduate Degree,Management,F,S,1,2,0,3,92805
21358,,Cody,,Reed,,3061 Arcadia Pl.,,Oakland,California,United States,94611,935-555-0176,1941-05-02,Graduate Degree,Management,M,M,1,2,0,5,116034
21359,,Johnny,,Luo,,3374 Edward Ave.,,North Sydney,New South Wales,Australia,2055,1 (11) 500 555-0186,1946-05-27,Partial College,Clerical,M,M,0,2,0,2,45969
21360,,Orlando,,Gill,,5277 Stephine Way,,Lavender Bay,New South Wales,Australia,2060,1 (11) 500 555-0179,1947-11-13,High School,Skilled Manual,M,M,1,2,0,4,10752
21361,,Ricky,,Romero,,7223 Cortes,,Seaford,Victoria,Australia,3198,1 (11) 500 555-0188,1947-03-16,Partial College,Clerical,M,M,0,2,0,2,47833
21362,,Angel,,Evans,,1524 Reva Dr.,,Sunbury,Victoria,Australia,3429,1 (11) 500 555-0169,1947-09-20,Partial College,Clerical,M,M,0,2,0,2,55591
21363,,Tammy,L,Arthur,,6872 Sandalwood Dr.,,Findon,South Australia,Australia,5023,1 (11) 500 555-0111,1948-02-09,Partial High School,Clerical,F,M,1,2,1,2,25606
21365,,Gloria,A,Ramos,,3320 Kentucky Dr.,,Malabar,New South Wales,Australia,2036,1 (11) 500 555-0181,1948-06-06,Partial High School,Clerical,F,M,1,2,1,2,19208
21366,,Kelvin,C,Andersen,,5977 C Wharton Way,,Melton,Victoria,Australia,3337,1 (11) 500 555-0118,1948-10-26,Partial High School,Clerical,M,M,1,2,1,2,25683
21367,,Cindy,,Rana,,7879 Mt. Etna Drive,,Port Macquarie,New South Wales,Australia,2444,1 (11) 500 555-0181,1948-03-16,Partial High School,Clerical,F,M,1,2,1,2,19450
21369,,Sarah,K,Rodriguez,,5209 Janin Pl.,,San Diego,California,United States,92102,128-555-0196,1977-01-16,Partial College,Skilled Manual,F,M,1,2,0,0,71249
21370,,Emmanuel,V,Martinez,,7629 Alier Dr.,,Melton,Victoria,Australia,3337,1 (11) 500 555-0161,1949-02-04,Partial High School,Clerical,M,M,1,2,1,2,25688
21371,,Ann,,Patel,,6385 Holiday Hill Dr.,,Milsons Point,New South Wales,Australia,2061,1 (11) 500 555-0159,1949-04-13,Partial High School,Clerical,F,M,1,2,1,2,23311
21373,,Clayton,L,Liu,,4160 Saranap,,Seaford,Victoria,Australia,3198,1 (11) 500 555-0115,1949-02-22,Partial High School,Clerical,M,M,0,2,1,2,23921
21374,,Stacey,L,Zhou,,8961 Abbey Court,,Sydney,New South Wales,Australia,1002,1 (11) 500 555-0133,1949-11-03,Partial High School,Clerical,F,M,1,2,1,2,19269
21375,,Carl,,Sharma,,9072 Roland Drive,,Sydney,New South Wales,Australia,1002,1 (11) 500 555-0150,1949-05-24,Partial High School,Clerical,M,S,1,2,1,2,12365
21376,,Paula,W,Ramos,,7412 N. Civic Drive,,Sunbury,Victoria,Australia,3429,1 (11) 500 555-0127,1950-03-13,Partial High School,Clerical,F,M,1,2,1,2,17946
21377,,Allison,,Bailey,,3177 Lincoln Drive,,Goulburn,New South Wales,Australia,2580,1 (11) 500 555-0185,1950-02-17,Partial High School,Clerical,F,S,1,2,1,2,21694
21378,,Rebekah,J,Diaz,,1133 Beauer Lane,,Hobart,Tasmania,Australia,7001,1 (11) 500 555-0116,1950-12-09,Partial High School,Clerical,F,M,1,2,1,2,22266
21379,,Colleen,S,Huang,,156 Ulfinian Way,,Goulburn,New South Wales,Australia,2580,1 (11) 500 555-0122,1950-04-08,Partial College,Clerical,F,M,0,2,0,3,44534
21380,,Candace,,Sara,,7402 Oakgrove Rd,,Goulburn,New South Wales,Australia,2580,1 (11) 500 555-0127,1950-06-04,Partial College,Clerical,F,M,0,2,0,3,52605
21381,,Francis,D,Ruiz,,2262 Main Street,,Silverwater,New South Wales,Australia,2264,1 (11) 500 555-0190,1950-01-02,Partial College,Clerical,M,M,0,2,0,3,52663
21382,,Brad,K,Chander,,1108 Cactus Court,,Hervey Bay,Queensland,Australia,4655,1 (11) 500 555-0133,1950-05-24,Partial College,Clerical,M,M,0,2,0,3,47498
21383,,Ricardo,,Anand,,4912 Roundhouse Place,,Bendigo,Victoria,Australia,3550,1 (11) 500 555-0117,1951-08-11,Partial High School,Clerical,M,M,1,2,1,2,11763
21384,,Ronnie,D,Lin,,9016 Clear,,North Sydney,New South Wales,Australia,2055,1 (11) 500 555-0115,1951-11-24,High School,Skilled Manual,M,M,0,2,0,3,57373
21385,,Nicole,,Peterson,,2128 Holland Drive.,,Coronado,California,United States,92118,852-555-0190,1980-06-23,Partial College,Skilled Manual,F,S,1,2,0,0,42467
21387,,Nelson,C,Diaz,,6898 Shaw Rd.,,Rockhampton,Queensland,Australia,4700,1 (11) 500 555-0187,1951-12-03,High School,Skilled Manual,M,S,1,2,0,3,49255
21388,,Nicole,,Lee,,1994 Shakespeare Drive,,Oregon City,Oregon,United States,97045,316-555-0115,1979-06-27,Bachelors ,Management,F,S,0,1,0,0,96441
21389,,Jamie,,Sun,,2665 B Wildbrook Ct,,Warrnambool,Victoria,Australia,3280,1 (11) 500 555-0117,1952-12-14,High School,Skilled Manual,F,M,0,2,0,3,42483
21390,,Grant,,Becker,,4044 Sun View Dr.,,Malabar,New South Wales,Australia,2036,1 (11) 500 555-0120,1953-04-16,Partial College,Skilled Manual,M,M,0,2,0,3,56771
21391,,Dawn,,Xie,,3132 Jacqueline Drive,,Caloundra,Queensland,Australia,4551,1 (11) 500 555-0119,1954-07-04,Partial High School,Clerical,F,M,0,2,0,3,47666
21392,,Kelli,A,Lin,,4116 Rubiem Ct,,Rockhampton,Queensland,Australia,4700,1 (11) 500 555-0171,1954-02-22,Partial High School,Clerical,F,M,0,2,0,3,41429
21393,,Candace,J,Arun,,8274 Springvale Court,,Cranbourne,Victoria,Australia,3977,1 (11) 500 555-0176,1954-04-28,Partial College,Skilled Manual,F,S,0,2,0,2,77141
21394,,Gabriella,,Parker,,9206 Hamiliton Ave.,,Warrnambool,Victoria,Australia,3280,1 (11) 500 555-0153,1954-11-24,Partial College,Skilled Manual,F,S,1,2,0,2,68639
21395,,Alexia,M,Hughes,,2934 Pine Creek Way,,Bellingham,Washington,United States,98225,952-555-0171,1975-11-20,Partial College,Skilled Manual,F,M,1,2,0,0,46229
21396,,Megan,,Martinez,,9634 Monte Vista Road,,Burien,Washington,United States,98168,511-555-0189,1975-12-19,Partial College,Skilled Manual,F,S,0,2,0,0,48273
21397,,Mason,D,Howard,,1292 Marsh Elder,,Olympia,Washington,United States,98501,547-555-0167,1975-06-09,High School,Skilled Manual,M,M,1,2,0,0,63263
21398,,Ethan,,Diaz,,3397 Farm Bureau Road,,Spring Valley,California,United States,91977,136-555-0124,1975-03-25,Partial College,Skilled Manual,M,M,1,2,0,0,79299
21400,,Adam,A,Campbell,,827 Nulty Dr.,,Haney,British Columbia,Canada,V2W 1W2,418-555-0138,1973-11-25,Partial College,Skilled Manual,M,S,0,2,0,0,83265
21401,,Eric,,Powell,,451 Creed Ave,,Lebanon,Oregon,United States,97355,277-555-0122,1973-04-13,Partial College,Professional,M,S,1,2,0,0,92948
21403,Ms.,Lisa,K.,Roy,,6030 Winter Drive,,Rockhampton,Queensland,Australia,4700,953-555-0100,1957-10-19,High School,Professional,M,S,0,2,0,2,91652
21404,,Julio,H,Sanz,,8964 Sanford St,,Hervey Bay,Queensland,Australia,4655,1 (11) 500 555-0175,1957-06-19,High School,Professional,M,S,0,2,0,2,89019
21405,,Bonnie,,Shen,,853 Serpentine,,Gold Coast,Queensland,Australia,4217,1 (11) 500 555-0165,1958-09-26,Bachelors ,Management,F,M,1,4,1,5,138901
21406,,Troy,,Chandra,,6454 Denkinger Road,,Cranbourne,Victoria,Australia,3977,1 (11) 500 555-0162,1959-04-12,Bachelors ,Management,M,M,1,4,1,4,166375
21407,,Wesley,,Lin,,8553 Calhoun Court,,Cranbourne,Victoria,Australia,3977,1 (11) 500 555-0116,1959-02-03,Bachelors ,Management,M,M,1,4,1,4,165617
21408,,Autumn,I,Chen,,9940 Northwood Dr.,,Bendigo,Victoria,Australia,3550,1 (11) 500 555-0121,1959-06-06,Bachelors ,Management,F,M,1,4,1,4,138988
21409,,Johnny,,Deng,,9905 Scenic Drive,,Melton,Victoria,Australia,3337,1 (11) 500 555-0192,1959-06-25,Bachelors ,Management,M,M,1,4,1,1,163497
21410,,Eric,,Zhang,,705 Temple Drive,,Edmonds,Washington,United States,98020,300-555-0119,1973-08-07,Partial College,Professional,M,M,0,2,0,0,99407
21413,,Dalton,M,Robinson,,2886 Chaparral Court,Space # 45,Issaquah,Washington,United States,98027,514-555-0138,1974-01-08,Partial College,Professional,M,M,1,2,0,0,99171
21414,,Aaron,,Butler,,9761 Darnett Circle,,Lebanon,Oregon,United States,97355,466-555-0180,1974-06-07,Partial College,Professional,M,M,1,2,0,0,103257
21416,,Ryan,A,Butler,,4603 Brock Lane,,Beverly Hills,California,United States,90210,746-555-0154,1974-04-18,Partial College,Professional,M,S,0,2,0,0,81678
21417,,Gabrielle,T,Torres,,4108 Yukon Street,,Burbank,California,United States,91502,622-555-0128,1974-07-04,Partial College,Professional,F,S,0,2,0,0,63175
21418,,Alicia,A,Chapman,,7270 Pepperidge Way,,Brisbane,Queensland,Australia,4000,1 (11) 500 555-0169,1959-01-23,Bachelors ,Management,F,M,1,2,2,2,136329
21419,,Gilbert,,Ma,,7151 Corte Bonita,,Coronado,California,United States,92118,415-555-0138,1966-06-11,Bachelors ,Management,M,M,1,3,2,2,174069
21421,,Ashley,,Ross,,5629 Tara St.,,Sedro Woolley,Washington,United States,98284,969-555-0118,1957-02-23,High School,Professional,F,M,1,2,0,2,84594
21422,,Karen,,Wood,,782 Veale Avenue,,Oakland,California,United States,94611,589-555-0146,1957-01-12,Bachelors ,Management,F,M,1,0,1,2,98102
21423,,Connor,,Adams,,8308 La Salle Ave.,,Westminster,British Columbia,Canada,V3L 1H4,895-555-0169,1957-07-19,Partial College,Professional,M,S,1,1,0,2,120615
21424,,Emily,L,Alexander,,9170 Plymouth Dr.,,El Cajon,California,United States,92020,383-555-0160,1956-09-04,High School,Professional,F,M,0,2,0,2,87221
21425,,Carlos,,Hall,,8306 Sun Tree Lane,,National City,California,United States,91950,511-555-0178,1956-06-27,High School,Professional,M,M,0,2,0,2,98410
21426,,Jon,,Raje,,7053 Santa Maria Ct.,,Colma,California,United States,94014,580-555-0193,1956-10-06,High School,Professional,M,M,0,2,0,2,85800
21427,,Kelly,,Foster,,920 Broadway,,Port Orchard,Washington,United States,98366,847-555-0163,1956-08-03,Partial College,Professional,F,M,0,2,0,3,71916
21428,,Jada,A,Brooks,,505 Lyman Rd,,Burien,Washington,United States,98168,971-555-0172,1956-12-14,Partial College,Professional,F,M,0,2,0,3,75099
21429,,Isabella,D,Sandberg,,2000 Thornwood Dr.,,Portland,Oregon,United States,97205,499-555-0176,1956-06-11,Partial College,Professional,F,M,1,2,0,3,72601
21430,,Savannah,P,Morgan,,6766 Sea Ranch Ct.,,Burbank,California,United States,91502,117-555-0165,1932-10-05,Graduate Degree,Management,F,M,1,1,0,3,117322
21431,,Preston,,Kapoor,,3788 Gordon Ct.,,Cliffside,British Columbia,Canada,V8Y 1L1,298-555-0129,1965-04-19,Bachelors ,Management,M,S,0,1,0,0,129116
21432,,Melanie,A,Ward,,9704 Pineknoll,,Everett,Washington,United States,98201,283-555-0142,1965-11-27,Bachelors ,Management,F,M,1,4,1,3,101447
21433,,Gerald,,Martinez,,3261 Vista Bonita,,Concord,California,United States,94519,411-555-0118,1965-08-05,Bachelors ,Management,M,M,1,4,2,3,173196
21434,,Isabella,F,Smith,,4173 Signal Court,,San Gabriel,California,United States,91776,397-555-0119,1965-10-01,Graduate Degree,Management,F,S,0,1,2,2,158425
21435,,Connor,G,Alexander,,2282 Near Dr,,Santa Monica,California,United States,90401,203-555-0156,1965-04-13,Bachelors ,Management,M,S,0,2,0,0,172474
21436,,Brandi,,Serrano,,2844 Barcelona,,Bremerton,Washington,United States,98312,597-555-0129,1962-10-27,Bachelors ,Professional,F,S,1,1,0,1,89649
21437,,Whitney,,Sara,,7208 Peach Place,,Chula Vista,California,United States,91910,226-555-0111,1962-09-06,Bachelors ,Professional,F,S,0,1,0,1,82463
21438,,Edward,,Price,,266 H Street,,Santa Cruz,California,United States,95062,589-555-0197,1962-04-16,Bachelors ,Professional,M,S,0,1,0,1,101907
21439,,Thomas,M,Clark,,6432 Vista Way,,Redmond,Washington,United States,98052,621-555-0111,1962-01-18,Bachelors ,Professional,M,S,1,1,0,1,102166
21440,,Ian,,Morgan,,2750 Alicante Court,,Lincoln Acres,California,United States,91950,489-555-0198,1962-02-14,Bachelors ,Professional,M,S,0,1,0,1,99521
21441,,Edward,,Nelson,,1631 Via Cordona,,Port Hammond,British Columbia,Canada,V6B 3P7,262-555-0173,1942-08-14,Bachelors ,Management,M,M,1,2,0,4,78336
21442,,Savannah,E,Cook,,7664 Castle Rock Rd.,,La Jolla,California,United States,92806,400-555-0133,1942-05-22,Bachelors ,Management,F,S,1,2,0,4,55771
21443,,Zoe,D,Morgan,,3521 Fourth St.,#607,Olympia,Washington,United States,98501,119-555-0117,1942-05-10,Bachelors ,Management,F,M,1,2,0,5,99856
21444,,Blake,R,Lopez,,2983 Carlisle Way,,Palo Alto,California,United States,94303,812-555-0117,1942-12-23,Bachelors ,Management,M,M,1,2,0,5,94413
21445,,Madeline,,Evans,,2015 Bella Avenue,,Bellingham,Washington,United States,98225,445-555-0120,1943-03-17,Graduate Degree,Management,F,M,1,2,0,3,103135
21446,,Jeremy,,Barnes,,7957 Soto St.,,Vancouver,British Columbia,Canada,V7L 4J4,149-555-0199,1943-10-16,Graduate Degree,Management,M,M,0,2,0,3,109845
21447,,Anthony,,Harris,,2226 Wilson Lane,,Port Hammond,British Columbia,Canada,V6B 3P7,651-555-0159,1943-02-26,Bachelors ,Management,M,M,1,2,0,5,95638
21448,,Jenna,D,Nelson,,"32, chaussée de Tournai",,Concord,California,United States,94519,990-555-0110,1943-04-04,Bachelors ,Management,F,M,0,2,0,5,115588
21449,,Devon,,Raheem,,8740 Vista Way,,Concord,California,United States,94519,344-555-0123,1943-01-22,Bachelors ,Management,M,M,1,2,0,5,127207
21450,,Nathan,,Bryant,,7111 Stinson,Unit E,Vancouver,British Columbia,Canada,V7L 4J4,161-555-0172,1944-02-07,High School,Professional,M,M,0,2,0,4,64179
21451,,Jocelyn,,Ross,,6564 Bellwood Dr,,Concord,California,United States,94519,844-555-0175,1944-10-28,High School,Professional,F,M,1,2,0,4,45573
21452,,Seth,R,Bailey,,1553 Richard Ave.,,Corvallis,Oregon,United States,97330,439-555-0162,1944-05-21,High School,Professional,M,M,1,2,0,4,71531
21453,,Wayne,,Deng,,7495 Morgan Territory Rd.,,Cliffside,British Columbia,Canada,V8Y 1L1,259-555-0135,1944-02-21,Bachelors ,Management,M,M,1,2,0,4,96491
21454,,Alvin,,Goldstein,,7111 Stinson,Unit E,Concord,California,United States,94519,831-555-0111,1944-02-07,Bachelors ,Management,M,M,1,2,0,4,104355
21456,,Dalton,,Gonzales,,302 Via Cordona Ln.,,Lebanon,Oregon,United States,97355,789-555-0171,1945-02-26,High School,Professional,M,M,0,2,0,4,68666
21457,,Jamie,,Serrano,,3841 Frisbie Ct,,Beverly Hills,California,United States,90210,559-555-0197,1945-09-24,High School,Professional,M,M,0,2,0,5,53365
21458,,Carson,,Price,,1419 Second St.,,Lemon Grove,California,United States,91945,311-555-0136,1945-05-12,High School,Professional,M,M,0,2,0,5,50896
21459,,Luis,M,Alexander,,6286 Ronda Ct,,Torrance,California,United States,90505,159-555-0117,1945-09-24,Bachelors ,Management,M,M,0,2,0,4,113098
21460,,Jack,,Carter,,8963 Dumbarton Street,,Spring Valley,California,United States,91977,265-555-0124,1945-08-07,Bachelors ,Management,M,M,1,2,0,4,95521
16840,,Xavier,,Torres,,8802 Valley Manor,,Cliffside,British Columbia,Canada,V8Y 1L1,110-555-0149,1964-03-14,Bachelors ,Management,M,M,1,0,3,4,130720
21462,,Katelyn,,Nelson,,1949 M St.,,Newport Beach,California,United States,92625,248-555-0180,1945-09-02,Bachelors ,Management,F,S,0,2,0,5,71928
21463,,Logan,F,Roberts,,3906 El Dorado Way,,Spring Valley,California,United States,91977,460-555-0143,1945-10-25,Bachelors ,Management,M,M,1,2,0,5,90143
21464,,Miguel,,Griffin,,7910 Mary Dr.,,Langford,British Columbia,Canada,V9,489-555-0193,1945-04-09,Bachelors ,Management,M,M,1,2,0,5,101037
21465,,Austin,,Shan,,496 Ashwood Dr,,San Francisco,California,United States,94109,833-555-0111,1946-05-01,Bachelors ,Management,M,M,1,3,0,5,111071
21466,,Austin,,Jones,,511 El Rancho Drive,,Lake Oswego,Oregon,United States,97034,742-555-0181,1946-03-08,Bachelors ,Management,M,M,0,3,0,5,118008
21468,,Ethan,L,Yang,,661 Cardinal Dr,,Lincoln Acres,California,United States,91950,473-555-0111,1946-08-27,Bachelors ,Management,M,M,1,2,0,4,113264
21469,,Caitlin,C,Bell,,3606 Bishop Drive,,El Cajon,California,United States,92020,802-555-0122,1947-09-27,Partial College,Professional,F,S,0,1,1,2,62949
21470,,Stephanie,,Jenkins,,7223 Cortez,,Chula Vista,California,United States,91910,125-555-0161,1947-03-16,Partial College,Professional,F,S,0,1,1,2,88459
21471,,Marcus,l,Carter,,8645 Michigan Blvd,,Langford,British Columbia,Canada,V9,334-555-0110,1947-05-01,Partial College,Professional,M,M,1,1,1,2,91462
21472,,Patrick,J,Ward,,7780 Limeridge Dr.,,Glendale,California,United States,91203,626-555-0170,1947-11-19,Partial College,Professional,M,M,1,1,1,2,98237
21473,,Stacy,S,Rubio,,1479 Megan Dr,,Burien,Washington,United States,98168,783-555-0177,1948-10-11,High School,Professional,F,M,1,2,1,2,41040
21474,,Lucas,L,Gray,,8891 Mount Olivet Ct.,,Kirkland,Washington,United States,98033,406-555-0184,1948-10-22,Partial College,Professional,M,M,1,1,1,2,94562
21476,,Hunter,,Jenkins,,5574 Martin St,,Downey,California,United States,90241,406-555-0179,1948-10-09,Bachelors ,Management,M,M,0,0,1,2,102156
21477,,Katelyn,B,Watson,,3634 Heather Pl,,Mill Valley,California,United States,94941,819-555-0133,1948-06-10,Bachelors ,Management,F,M,1,0,1,2,73525
21478,,Abigail,R,Reed,,336 E Eagle Peak Rd.,,National City,California,United States,91950,662-555-0145,1948-07-14,Bachelors ,Management,F,M,1,0,1,2,86721
21479,,Noah,B,Foster,,8593 Reisling Court,,San Diego,California,United States,92102,409-555-0152,1948-02-03,Bachelors ,Management,M,M,1,0,1,2,98089
21480,,Alfredo,P,Martin,,9896 White Dr,,Cliffside,British Columbia,Canada,V8Y 1L1,988-555-0136,1949-03-09,High School,Professional,M,M,0,2,1,2,55607
21481,,Jose,R,Diaz,,4810 Rahn Court,,Edmonds,Washington,United States,98020,733-555-0116,1949-05-09,Partial College,Professional,M,M,1,2,1,2,93161
21482,,Haley,M,Flores,,2473 San Rafael,,Lake Oswego,Oregon,United States,97034,620-555-0164,1949-10-08,Partial College,Professional,F,S,0,2,1,2,79604
21483,,Michelle,,Bailey,,2964 Holbrook Dr,,Seattle,Washington,United States,98104,597-555-0122,1949-06-16,Partial College,Professional,F,M,1,2,1,2,96166
21484,,Abigail,E,Coleman,,3597 Pine St.,,Sedro Woolley,Washington,United States,98284,971-555-0173,1949-04-26,Partial College,Professional,F,M,1,2,1,2,69926
21485,,Brandon,C,Clark,,7638 Diokmo Ct.,,Spokane,Washington,United States,99202,154-555-0161,1949-02-15,Partial College,Professional,M,M,0,2,1,2,100590
21486,,Suzanne,,Gao,,3576 Court St.,,Burbank,California,United States,91502,395-555-0171,1949-09-03,Bachelors ,Management,F,S,1,0,1,2,78749
21487,,Jacqueline,R,Ramirez,,2023 Flame Drive,,Novato,California,United States,94947,475-555-0142,1949-03-11,Partial College,Professional,F,S,1,2,1,4,76383
21489,,Neil,L,Gutierrez,,7225 Newell Ave.,,Cliffside,British Columbia,Canada,V8Y 1L1,561-555-0128,1950-08-20,Partial High School,Skilled Manual,M,M,0,2,1,2,26700
21490,,Cole,,Ward,,594 Tosco Way,,Haney,British Columbia,Canada,V2W 1W2,158-555-0144,1950-11-06,Partial High School,Skilled Manual,M,M,1,2,1,2,58900
21491,,Joseph,M,Lewis,,7726 Driftwood Drive,,Kirkland,Washington,United States,98033,257-555-0199,1950-04-12,Partial College,Professional,M,M,1,2,1,2,109054
21492,,Robert,,Jai,,9192 High Maple Court,,Daly City,California,United States,94015,359-555-0188,1950-10-23,Partial College,Professional,M,S,1,1,1,2,95108
21493,,Carson,,Coleman,,8681 Orange Street,,San Diego,California,United States,92102,227-555-0158,1950-12-20,Bachelors ,Management,M,S,1,1,1,3,127021
21495,,James,,Hughes,,8225 Hidden Oak Ct,,Olympia,Washington,United States,98501,525-555-0165,1951-08-02,High School,Professional,M,M,1,2,1,2,101935
21496,,Nichole,,Rai,,1314 Westover Dr.,,Beverly Hills,California,United States,90210,224-555-0191,1951-11-11,Partial College,Professional,F,M,1,2,1,2,65039
21497,,Patrick,S,Cox,,2344 Ridgeview Dr.,,Chula Vista,California,United States,91910,762-555-0143,1951-01-15,Partial College,Professional,M,M,1,2,1,2,108119
21498,,Cameron,,Wilson,,638 Shangri-la Rd.,,Coronado,California,United States,92118,510-555-0123,1951-05-06,Partial College,Professional,M,M,1,2,1,2,101003
